bed_base,occ_col,cap_col,outcome,y_col,nobs,coef_occ,se_occ,p_occ,coef_cap_z,se_cap_z,p_cap_z,coef_occ_x_cap,se_occ_x_cap,p_occ_x_cap,threshold,coef_above_85,se_above_85,p_above_85,coef_above85_x_cap,se_above85_x_cap,p_above85_x_cap
ga,kh03_occ_ga_rate,kh03_avail_ga_avg_beds,canc_breaches_28d,canc_breaches_28d,2857,,,,484.42099923740244,185.43408190335037,0.009042162787670893,,,,0.85,-5.94636633279914,9.529619385141466,0.5326887579383612,-18.436638384301144,120.30255964170976,0.8782109023450753
ga,kh03_occ_ga_rate,kh03_avail_ga_avg_beds,canc_pct_not_treated_28d,canc_pct_not_treated_28_days,2857,,,,0.5149282627045126,0.4950410424347934,0.29835352686516026,,,,0.85,-0.03191820413149499,0.032372967669545394,0.3242455892456486,-0.27003626981894646,0.4361380594811245,0.5358681326888062
ga,kh03_occ_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_mean,uec_uec_nctr_mean,1434,,,,492.39922510002083,377.4275912471162,0.19225368054238356,,,,0.85,13.039783390591854,8.187750540622869,0.1114940136909035,284.8994528408929,145.96422334462375,0.051171310425144556
ga,kh03_occ_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_max,uec_uec_nctr_max,1434,,,,577.1671858155045,475.10198726866423,0.22465248076666455,,,,0.85,13.678719146869433,14.120598207833226,0.33287183556885136,301.38995521444326,182.14665389141615,0.09823598182981685
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_type1_pct_4hr,ae_type1_pct_4hr,3551,-0.030769152101813583,0.125001805670518,0.8055813233890208,-0.79855316100841,0.7321063993732911,0.2754557571387428,0.5488051983190179,0.8001239797574428,0.4928230726325262,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_waits_12hr_dta,ae_waits_12hr_decision_to_admit,3974,902.9994565488018,615.0996692219579,0.14217263670893443,-5976.901616879217,3366.497963438835,0.07591112366761754,14000.968651941306,4909.794668507581,0.004372978778149239,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_cancelled_ops,canc_cancelled_ops,2812,417.935300915794,108.82670789445898,0.00012574049295088763,76.17401375287947,682.1935912364311,0.9111011752591531,3682.0168123332346,930.1357788257205,7.739037676590677e-05,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_breaches_28d,canc_breaches_28d,2812,84.87609472375996,47.827765957856556,0.07607609461827036,-54.752865985628475,269.9375205723701,0.8392793970472994,735.0652679910788,398.420619408787,0.06515723383257543,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,canc_pct_not_treated_28d,canc_pct_not_treated_28_days,2812,0.11206564775962916,0.1185706398498076,0.3446749194316143,1.8584366152927925,0.5406032915559794,0.0005957555518605329,-1.8403362176893194,0.8493930986847816,0.030350993643092794,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,uec_nctr_mean,uec_uec_nctr_mean,1434,145.7605560249292,60.23444691569999,0.015661855687491233,-331.41165030673557,165.76961515084048,0.045791438033457865,2044.877066572288,480.70424911773665,2.251181339252284e-05,,,,,,,
acute_proxy,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,uec_nctr_max,uec_uec_nctr_max,1434,116.33182232482474,87.73495085929197,0.18509063247722302,-539.337538798081,343.5674429363201,0.11670154942006694,2482.3548816987245,639.2599632948952,0.00010828914023486291,,,,,,,
