org_code,period,org_name,financial_year,fy_quarter,kh03_avail_all_avg_beds,kh03_occ_all_avg_beds,kh03_occ_all_rate,kh03_avail_ga_avg_beds,kh03_occ_ga_avg_beds,kh03_occ_ga_rate,kh03_avail_mat_avg_beds,kh03_occ_mat_avg_beds,kh03_avail_acute_avg_beds,kh03_occ_acute_avg_beds,kh03_occ_acute_rate,kh03_occ_adult_ga_rate,ae_type1_attendances,ae_waits_12hr_decision_to_admit,ae_type1_pct_4hr,canc_cancelled_ops,canc_breaches_28d,canc_pct_not_treated_28_days,uec_financial_year,uec_fy_quarter,uec_uec_nctr_mean,uec_uec_nctr_max,uec_uec_days
RDD,2019-20 Q4,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,8.0,7.1,0.8875,673.0,613.9560439560439,0.9122675244517741,55.0,30.31868131868132,728.0,644.2747252747253,0.884992754498249,0.9122675244517741,31322.0,0.0,0.8530745163144116,,,,,,,,
RDE,2019-20 Q4,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2019-20,Q4,13.6,12.2,0.8970588235294117,1167.6593406593406,1070.2857142857142,0.9166078470124321,72.0,38.1978021978022,1239.6593406593406,1108.4835164835165,0.8941839746828711,0.9166078470124321,37792.0,2.0,0.7838960626587639,,,,,,,,
RGM,2019-20 Q4,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,2.7,1.8,0.6666666666666666,244.65934065934067,159.63736263736263,0.6524883219547251,0.0,0.0,244.65934065934067,159.63736263736263,0.6524883219547251,0.6524883219547251,,,,,,,,,,,
RGN,2019-20 Q4,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2019-20,Q4,11.1,8.9,0.8018018018018018,902.2857142857144,769.4835164835165,0.8528158035757781,109.0,42.04395604395605,1011.2857142857144,811.5274725274726,0.8024710139415605,0.8528158035757781,36559.0,0.0,0.7403648896304604,,,,,,,,
RGP,2019-20 Q4,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,5.1,4.4,0.8627450980392158,429.043956043956,380.46153846153845,0.8867658735240633,37.94505494505494,16.065934065934066,466.9890109890109,396.5274725274725,0.8491152108433736,0.8867658735240633,17318.0,3.0,0.8191477075874812,,,,,,,,
RGR,2019-20 Q4,WEST SUFFOLK NHS FOUNDATION TRUST,2019-20,Q4,5.4,4.1,0.7592592592592592,445.6263736263736,365.2637362637363,0.8196636417439338,42.7032967032967,11.032967032967033,488.3296703296703,376.2967032967033,0.7705792339889285,0.8196636417439338,16802.0,0.0,0.0,,,,,,,,
RGT,2019-20 Q4,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,11.0,9.6,0.8727272727272727,945.6813186813188,838.0879120879121,0.8862265707612396,58.04395604395605,33.75824175824176,1003.7252747252749,871.8461538461538,0.8686103416941283,0.8862265707612396,26024.0,54.0,0.0,,,,,,,,
RM1,2019-20 Q4,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,11.0,9.6,0.8727272727272727,916.934065934066,841.7032967032967,0.9179540034275715,88.57142857142857,30.615384615384617,1005.5054945054945,872.3186813186813,0.8675424312302598,0.9179540034275715,28772.0,64.0,0.622897261226192,,,,,,,,
RMY,2019-20 Q4,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,2019-20,Q4,4.7,4.0,0.851063829787234,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RQ8,2019-20 Q4,MID ESSEX HOSPITAL SERVICES NHS TRUST,2019-20,Q4,6.4,4.3,0.6718749999999999,531.2417582417582,369.8681318681319,0.6962331671596715,55.604395604395606,22.186813186813183,586.8461538461538,392.0549450549451,0.6680710821489431,0.6962331671596715,23572.0,4.0,0.7611148820634651,,,,,,,,
RQW,2019-20 Q4,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2019-20,Q4,5.3,4.4,0.8301886792452832,420.0659340659341,374.1428571428572,0.890676502903783,62.0,26.60439560439561,482.0659340659341,400.74725274725284,0.8313121181727001,0.890676502903783,25484.0,16.0,0.7579657824517344,,,,,,,,
RT1,2019-20 Q4,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,2019-20,Q4,3.3,2.7,0.8181818181818182,68.0,59.40659340659341,0.8736263736263736,0.0,0.0,68.0,59.40659340659341,0.8736263736263736,0.8736263736263736,,,,,,,,,,,
RWG,2019-20 Q4,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2019-20,Q4,8.5,6.5,0.7647058823529411,700.3956043956044,569.3626373626373,0.8129157775825279,71.78021978021978,23.34065934065934,772.1758241758242,592.7032967032967,0.7675755678260374,0.8129157775825279,24752.0,0.0,0.7067711700064643,,,,,,,,
RWH,2019-20 Q4,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2019-20,Q4,7.0,5.8,0.8285714285714285,560.1098901098901,486.5934065934066,0.8687463213655091,75.0,44.010989010989015,635.1098901098901,530.6043956043956,0.8354528938489488,0.8687463213655091,25664.0,2.0,0.7416614713216957,,,,,,,,
RWR,2019-20 Q4,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2019-20,Q4,4.4,4.2,0.9545454545454545,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RY3,2019-20 Q4,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,2019-20,Q4,0.9,0.7,0.7777777777777777,73.42857142857143,64.35164835164835,0.876384316073032,0.0,0.0,73.42857142857143,64.35164835164835,0.876384316073032,0.876384316073032,,,,,,,,,,,
R0A,2019-20 Q4,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2019-20,Q4,23.1,20.0,0.8658008658008658,1941.6153846153843,1701.8791208791208,0.8765274185423942,148.73626373626374,106.5934065934066,2090.3516483516482,1808.4725274725274,0.8651522957386633,0.8765274185423942,59100.0,0.0,0.6960067681895092,,,,,,,,
RBL,2019-20 Q4,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,8.7,7.5,0.8620689655172414,758.2857142857143,665.6593406593406,0.877847661005159,32.0,19.593406593406595,790.2857142857143,685.2527472527472,0.8670949441014516,0.877847661005159,19726.0,85.0,0.5758389942208253,,,,,,,,
RBN,2019-20 Q4,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2019-20,Q4,7.9,7.3,0.9240506329113923,681.1208791208791,643.0769230769231,0.9441450743764319,37.0,23.615384615384617,718.1208791208791,666.6923076923077,0.9283845200385623,0.9441450743764319,27104.0,0.0,0.7062795159386068,,,,,,,,
RBQ,2019-20 Q4,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,1.6,1.3,0.8125,145.94505494505495,120.43956043956044,0.8252390633235449,0.0,0.0,145.94505494505495,120.43956043956044,0.8252390633235449,0.8252390633235449,0.0,0.0,,,,,,,,,
RBS,2019-20 Q4,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2019-20,Q4,2.4,1.8,0.75,211.06593406593407,154.5054945054945,0.7320247826313323,0.0,0.0,211.06593406593407,154.5054945054945,0.7320247826313323,0.7320247826313323,13274.0,0.0,0.8787102606599367,,,,,,,,
RBT,2019-20 Q4,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,6.0,5.6,0.9333333333333332,514.0,486.6043956043956,0.9467011587634157,36.0,18.53846153846154,550.0,505.14285714285717,0.9184415584415585,0.9467011587634157,16413.0,0.0,0.7017607993663559,,,,,,,,
RBV,2019-20 Q4,THE CHRISTIE NHS FOUNDATION TRUST,2019-20,Q4,1.8,1.6,0.888888888888889,168.0,148.1978021978022,0.8821297749869178,0.0,0.0,168.0,148.1978021978022,0.8821297749869178,0.8821297749869178,0.0,0.0,,,,,,,,,
REM,2019-20 Q4,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,18.0,16.1,0.8944444444444445,1633.6593406593406,1463.8021978021975,0.8960265836152908,0.0,0.0,1633.6593406593406,1463.8021978021975,0.8960265836152908,0.8960265836152908,46829.0,0.0,0.7029404855965321,,,,,,,,
REN,2019-20 Q4,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,2019-20,Q4,0.9,0.7,0.7777777777777777,82.0,60.175824175824175,0.7338515143393192,0.0,0.0,82.0,60.175824175824175,0.7338515143393192,0.7338515143393192,,,,,,,,,,,
REP,2019-20 Q4,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2019-20,Q4,1.3,0.7,0.5384615384615384,25.54945054945055,14.384615384615383,0.5630107526881719,95.0,50.81318681318681,120.54945054945055,65.19780219780219,0.5408386508659981,0.5630107526881719,0.0,0.0,,,,,,,,,
RET,2019-20 Q4,THE WALTON CENTRE NHS FOUNDATION TRUST,2019-20,Q4,1.8,1.4,0.7777777777777777,165.78021978021977,127.3956043956044,0.7684608246055946,0.0,0.0,165.78021978021977,127.3956043956044,0.7684608246055946,0.7684608246055946,0.0,0.0,,,,,,,,,
RJN,2019-20 Q4,EAST CHESHIRE NHS TRUST,2019-20,Q4,3.9,3.4,0.8717948717948718,329.31868131868134,296.84615384615387,0.9013948211425521,27.912087912087912,10.417582417582418,357.2307692307693,307.2637362637363,0.8601267380337148,0.9013948211425521,10968.0,9.0,0.7379649890590809,,,,,,,,
RJR,2019-20 Q4,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,5.8,5.3,0.9137931034482759,474.84615384615387,457.6483516483517,0.9637823702298026,52.417582417582416,21.571428571428573,527.2637362637363,479.21978021978026,0.9088805985702675,0.9637823702298026,16011.0,0.0,0.784210855037162,,,,,,,,
RM3,2019-20 Q4,SALFORD ROYAL NHS FOUNDATION TRUST,2019-20,Q4,8.9,8.2,0.9213483146067415,806.3956043956044,748.5714285714286,0.9282930418903818,0.0,0.0,806.3956043956044,748.5714285714286,0.9282930418903818,0.9282930418903818,23441.0,0.0,0.7526129431338254,,,,,,,,
RMC,2019-20 Q4,BOLTON NHS FOUNDATION TRUST,2019-20,Q4,7.3,6.1,0.8356164383561644,586.010989010989,499.4065934065934,0.8522137003769198,78.0,52.26373626373626,664.010989010989,551.6703296703297,0.8308150599917253,0.8522137003769198,25881.0,47.0,0.729183570959391,,,,,,,,
RMP,2019-20 Q4,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2019-20,Q4,5.0,4.4,0.8800000000000001,426.8901098901099,378.0989010989011,0.8857054598810719,29.17582417582417,17.86813186813187,456.0659340659341,395.96703296703294,0.868223218158161,0.8857054598810719,21513.0,0.0,0.6662947984939339,,,,,,,,
RRF,2019-20 Q4,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2019-20,Q4,5.3,4.4,0.8301886792452832,451.1868131868132,386.5934065934066,0.8568366700764771,28.0,15.714285714285714,479.1868131868132,402.3076923076923,0.8395633628399761,0.8568366700764771,19008.0,116.0,0.6837121212121213,,,,,,,,
RT2,2019-20 Q4,PENNINE CARE NHS FOUNDATION TRUST,2019-20,Q4,5.7,5.0,0.8771929824561403,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RTV,2019-20 Q4,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,3.2,2.9,0.9062499999999999,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RTX,2019-20 Q4,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2019-20,Q4,8.2,6.9,0.8414634146341464,706.1098901098901,613.6923076923077,0.8691172808764941,38.2967032967033,17.945054945054945,744.4065934065934,631.6373626373627,0.8485112413457139,0.8691172808764941,20963.0,56.0,0.728855602728617,,,,,,,,
RVY,2019-20 Q4,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,2019-20,Q4,5.0,4.0,0.8,424.5164835164835,355.7362637362637,0.8379798607336076,28.032967032967036,12.12087912087912,452.5494505494505,367.85714285714283,0.8128551308824243,0.8379798607336076,19396.0,31.0,0.7852134460713549,,,,,,,,
RW4,2019-20 Q4,MERSEY CARE NHS FOUNDATION TRUST,2019-20,Q4,7.8,7.0,0.8974358974358975,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RW5,2019-20 Q4,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,2019-20,Q4,6.1,5.6,0.9180327868852459,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RW6,2019-20 Q4,PENNINE ACUTE HOSPITALS NHS TRUST,2019-20,Q4,13.8,12.5,0.9057971014492753,1133.9120879120878,1058.4175824175825,0.9334212005504624,124.08791208791207,74.6923076923077,1258.0,1133.10989010989,0.9007232830762243,0.9334212005504624,65270.0,97.0,0.7189367243756702,,,,,,,,
RWJ,2019-20 Q4,STOCKPORT NHS FOUNDATION TRUST,2019-20,Q4,7.3,6.3,0.863013698630137,621.3516483516484,550.054945054945,0.8852554692888598,42.57142857142857,20.626373626373628,663.9230769230769,570.6813186813187,0.8595593955343694,0.8852554692888598,22122.0,276.0,0.6719103155230087,,,,,,,,
RWW,2019-20 Q4,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,6.5,5.4,0.8307692307692308,554.6153846153846,475.6593406593407,0.8576382009114326,40.0,19.60439560439561,594.6153846153846,495.26373626373635,0.8329144335612642,0.8576382009114326,19278.0,0.0,0.7347753916381368,,,,,,,,
RXA,2019-20 Q4,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,3.4,3.0,0.8823529411764706,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXL,2019-20 Q4,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,7.4,6.4,0.8648648648648649,631.0,563.054945054945,0.8923216244927814,38.0,17.835164835164836,669.0,580.8901098901099,0.8682961283858145,0.8923216244927814,16132.0,79.0,0.5746962558889165,,,,,,,,
RXN,2019-20 Q4,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,9.7,8.8,0.9072164948453609,823.7032967032967,766.9120879120879,0.9310538041810639,62.0,37.15384615384615,885.7032967032967,804.0659340659341,0.907827640541446,0.9310538041810639,17837.0,313.0,0.607445198183551,,,,,,,,
RXR,2019-20 Q4,EAST LANCASHIRE HOSPITALS NHS TRUST,2019-20,Q4,10.9,9.1,0.8348623853211009,919.054945054945,791.8351648351648,0.8615754358275343,75.45054945054945,39.20879120879121,994.5054945054945,831.0439560439561,0.8356353591160222,0.8615754358275343,26624.0,41.0,0.7242713341346153,,,,,,,,
R0B,2019-20 Q4,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,2019-20,Q4,12.0,9.8,0.8166666666666668,1045.0,869.010989010989,0.8315894631684105,42.0,18.53846153846154,1087.0,887.5494505494505,0.8165128339921348,0.8315894631684105,35147.0,0.0,0.7164196090704755,,,,,,,,
RAE,2019-20 Q4,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,7.4,5.8,0.7837837837837838,593.0,477.84615384615387,0.8058113892852511,76.0,50.362637362637365,669.0,528.2087912087912,0.7895497626439331,0.8058113892852511,28017.0,0.0,0.7640361209265802,,,,,,,,
RCB,2019-20 Q4,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,11.2,9.4,0.8392857142857144,969.0,832.4505494505495,0.8590820943762121,49.0,21.12087912087912,1018.0,853.5714285714286,0.8384788099915801,0.8590820943762121,27968.0,32.0,0.6644021739130435,,,,,,,,
RCD,2019-20 Q4,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2019-20,Q4,3.8,3.1,0.8157894736842106,314.25274725274727,267.3736263736264,0.8508235129559045,28.0,10.626373626373626,342.25274725274727,278.0,0.8122652111093273,0.8508235129559045,11395.0,0.0,0.8537077665642826,,,,,,,,
RCF,2019-20 Q4,AIREDALE NHS FOUNDATION TRUST,2019-20,Q4,4.0,3.4,0.85,324.5054945054945,297.2857142857143,0.9161192008127329,35.0,14.395604395604396,359.5054945054945,311.68131868131866,0.8669723368485404,0.9161192008127329,13876.0,0.0,0.8245892187950419,,,,,,,,
RCU,2019-20 Q4,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2019-20,Q4,1.7,1.1,0.6470588235294118,138.0,96.04395604395604,0.6959706959706959,0.0,0.0,138.0,96.04395604395604,0.6959706959706959,0.6959706959706959,12955.0,0.0,0.9683519876495562,,,,,,,,
RFF,2019-20 Q4,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,4.7,4.2,0.8936170212765957,392.0,363.8351648351649,0.9281509307019513,39.0,19.626373626373628,431.0,383.4615384615385,0.8897019453864002,0.9281509307019513,22776.0,0.0,0.8949771689497716,,,,,,,,
RFR,2019-20 Q4,THE ROTHERHAM NHS FOUNDATION TRUST,2019-20,Q4,4.7,4.2,0.8936170212765957,407.3406593406593,369.3626373626374,0.9067659436710911,24.0,16.53846153846154,431.3406593406593,385.9010989010989,0.8946550494242334,0.9067659436710911,21721.0,0.0,0.0,,,,,,,,
RGD,2019-20 Q4,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,4.3,3.9,0.9069767441860466,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RHQ,2019-20 Q4,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,15.8,15.0,0.9493670886075949,1359.6263736263736,1304.3956043956043,0.9593779803759921,80.0,60.527472527472526,1439.6263736263736,1364.923076923077,0.9481092469047219,0.9593779803759921,25125.0,1.0,0.696955223880597,,,,,,,,
RJL,2019-20 Q4,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2019-20,Q4,8.3,7.3,0.8795180722891566,689.010989010989,634.3846153846154,0.9207177033492823,70.0,29.912087912087912,759.010989010989,664.2967032967033,0.8752135514695237,0.9207177033492823,33509.0,2.0,0.7584231102091976,,,,,,,,
RNN,2019-20 Q4,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2019-20,Q4,7.0,6.0,0.8571428571428571,595.934065934066,528.3186813186813,0.8865388161534206,40.0,19.923076923076923,635.934065934066,548.2417582417582,0.8621047174701918,0.8865388161534206,20631.0,56.0,0.7713634821385293,,,,,,,,
RP5,2019-20 Q4,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,8.9,7.8,0.8764044943820224,731.9120879120879,673.4395604395604,0.9201099033091105,77.0,35.79120879120879,808.9120879120879,709.2307692307692,0.8767711347488826,0.9201099033091105,32164.0,0.0,0.8101604278074865,,,,,,,,
RR7,2019-20 Q4,GATESHEAD HEALTH NHS FOUNDATION TRUST,2019-20,Q4,5.2,4.7,0.9038461538461539,425.3186813186813,397.13186813186815,0.933727780074411,16.0,11.978021978021978,441.3186813186813,409.1098901098901,0.9270169322709164,0.933727780074411,21585.0,0.0,0.8214500810748204,,,,,,,,
RR8,2019-20 Q4,LEEDS TEACHING HOSPITALS NHS TRUST,2019-20,Q4,20.4,18.0,0.8823529411764707,1711.010989010989,1580.868131868132,0.9239380354780286,144.42857142857142,53.85714285714285,1855.4395604395604,1634.7252747252749,0.881044745180491,0.9239380354780286,45535.0,0.0,0.7604040847699571,,,,,,,,
RTD,2019-20 Q4,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,17.2,13.3,0.7732558139534884,1466.2967032967033,1166.6703296703297,0.7956577458349884,96.0,41.69230769230769,1562.2967032967033,1208.3626373626373,0.7734527217607213,0.7956577458349884,27886.0,0.0,0.9132539625618588,,,,,,,,
RTF,2019-20 Q4,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,9.8,8.2,0.8367346938775508,833.9560439560439,706.2637362637363,0.8468836473843722,34.175824175824175,18.81318681318681,868.131868131868,725.0769230769231,0.8352151898734178,0.8468836473843722,23885.0,0.0,0.9173958551392086,,,,,,,,
RTR,2019-20 Q4,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,10.3,8.2,0.7961165048543688,893.5164835164835,722.2857142857143,0.8083630549747879,42.0,24.21978021978022,935.5164835164835,746.5054945054945,0.7979608137950477,0.8083630549747879,24879.0,16.0,0.7663089352465935,,,,,,,,
RV9,2019-20 Q4,HUMBER TEACHING NHS FOUNDATION TRUST,2019-20,Q4,2.3,1.6,0.6956521739130436,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RVW,2019-20 Q4,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2019-20,Q4,6.5,5.3,0.8153846153846154,547.6923076923077,470.3076923076923,0.8587078651685393,46.5054945054945,10.75824175824176,594.1978021978023,481.0659340659341,0.8096057109039798,0.8587078651685393,10520.0,0.0,0.0,,,,,,,,
RWA,2019-20 Q4,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2019-20,Q4,11.9,10.1,0.8487394957983193,1006.2417582417582,899.9010989010989,0.8943189760615061,76.0,15.395604395604396,1082.2417582417584,915.2967032967033,0.8457414402339465,0.8943189760615061,30073.0,0.0,0.646327270308915,,,,,,,,
RWY,2019-20 Q4,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2019-20,Q4,7.8,6.4,0.8205128205128206,656.7252747252747,557.1428571428571,0.8483651818881562,49.27472527472528,28.17582417582417,706.0,585.3186813186812,0.8290632879868006,0.8483651818881562,35633.0,0.0,0.8638060225072264,,,,,,,,
RX3,2019-20 Q4,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",2019-20,Q4,8.5,7.4,0.8705882352941177,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RX4,2019-20 Q4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",2019-20,Q4,8.9,7.7,0.8651685393258427,49.0,44.71428571428572,0.9125364431486882,0.0,0.0,49.0,44.71428571428572,0.9125364431486882,0.9125364431486882,,,,,,,,,,,
RXE,2019-20 Q4,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,2019-20,Q4,3.9,2.9,0.7435897435897436,62.0,48.75824175824176,0.7864232541651897,0.0,0.0,62.0,48.75824175824176,0.7864232541651897,0.7864232541651897,,,,,,,,,,,
RXF,2019-20 Q4,MID YORKSHIRE HOSPITALS NHS TRUST,2019-20,Q4,11.5,9.8,0.8521739130434783,988.3406593406594,854.9010989010989,0.8649862684708524,58.59340659340659,38.10989010989011,1046.934065934066,893.010989010989,0.852977296344113,0.8649862684708524,46808.0,0.0,0.0,,,,,,,,
RXG,2019-20 Q4,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,5.2,4.5,0.8653846153846153,24.0,23.736263736263737,0.989010989010989,0.0,0.0,24.0,23.736263736263737,0.989010989010989,0.989010989010989,0.0,0.0,,,,,,,,,
RXP,2019-20 Q4,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2019-20,Q4,10.3,8.5,0.8252427184466019,867.1538461538462,734.6043956043956,0.8471442511183485,67.72527472527473,35.45054945054945,934.8791208791209,770.054945054945,0.8236946658203446,0.8471442511183485,31878.0,1.0,0.6144990275425058,,,,,,,,
RY6,2019-20 Q4,LEEDS COMMUNITY HEALTHCARE NHS TRUST,2019-20,Q4,0.1,0.1,1.0,2.2527472527472527,1.879120879120879,0.8341463414634146,0.0,0.0,2.2527472527472527,1.879120879120879,0.8341463414634146,0.8341463414634146,,,,,,,,,,,
TAD,2019-20 Q4,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,2019-20,Q4,2.3,2.1,0.9130434782608696,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
TAH,2019-20 Q4,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,2019-20,Q4,1.7,1.6,0.9411764705882354,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NAN,2020-21 Q1,England,2020-21,Q1,1301.9,842.2,0.6469006836162532,92559.48351648355,58419.94505494506,0.6311610959296384,7471.131868131869,3713.7912087912064,100030.61538461542,62133.73626373627,0.6211471960342689,0.6311610959296384,,,,,,,,,,,
R1H,2020-21 Q1,BARTS HEALTH NHS TRUST,2020-21,Q1,20.3,12.7,0.6256157635467979,1639.5824175824175,1051.4065934065934,0.6412648624013083,207.25274725274724,103.34065934065934,1846.8351648351647,1154.7472527472528,0.6252573455034452,0.6412648624013083,43292.0,9.0,0.8846438140996027,,,,,,,,
R1K,2020-21 Q1,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2020-21,Q1,10.6,6.4,0.6037735849056605,897.3186813186813,585.5604395604396,0.6525668658763594,68.0,0.1538461538461538,965.3186813186813,585.7142857142858,0.6067574336323484,0.6525668658763594,22201.0,15.0,0.8265393450745461,,,,,,,,
RAL,2020-21 Q1,ROYAL FREE LONDON NHS FOUNDATION TRUST,2020-21,Q1,10.7,6.5,0.6074766355140188,887.1538461538462,556.3186813186813,0.6270825333515007,83.0,31.46153846153846,970.1538461538462,587.7802197802198,0.6058628970141815,0.6270825333515007,36870.0,170.0,0.8817737998372661,,,,,,,,
RAN,2020-21 Q1,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2020-21,Q1,1.5,0.8,0.5333333333333333,137.28571428571428,76.81318681318682,0.5595133274633796,0.0,0.0,137.28571428571428,76.81318681318682,0.5595133274633796,0.5595133274633796,0.0,0.0,,,,,,,,,
RAP,2020-21 Q1,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2020-21,Q1,4.4,4.0,0.9090909090909091,370.2197802197802,336.68131868131866,0.9094093202730781,30.395604395604398,30.395604395604398,400.6153846153846,367.07692307692304,0.9162826420890937,0.9094093202730781,20002.0,18.0,0.8557144285571442,,,,,,,,
RAS,2020-21 Q1,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2020-21,Q1,4.5,2.5,0.5555555555555556,340.83516483516485,210.78021978021977,0.61842274954862,71.0,14.153846153846152,411.83516483516485,224.93406593406593,0.5461749873255597,0.61842274954862,10053.0,4.0,0.745150701283199,,,,,,,,
RAT,2020-21 Q1,NORTH EAST LONDON NHS FOUNDATION TRUST,2020-21,Q1,5.1,3.5,0.6862745098039216,223.4065934065934,121.03296703296704,0.5417609444171176,0.0,0.0,223.4065934065934,121.03296703296704,0.5417609444171176,0.5417609444171176,0.0,0.0,,,,,,,,,
RAX,2020-21 Q1,KINGSTON HOSPITAL NHS FOUNDATION TRUST,2020-21,Q1,4.8,2.9,0.6041666666666666,381.8241758241758,225.4175824175824,0.5903701145455591,55.0,40.15384615384615,436.8241758241758,265.57142857142856,0.6079595481874669,0.5903701145455591,13192.0,0.0,0.917828987265009,,,,,,,,
RF4,2020-21 Q1,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2020-21,Q1,11.0,6.1,0.5545454545454546,936.989010989011,515.8901098901099,0.5505828818051743,62.0,37.32967032967033,998.989010989011,553.2197802197802,0.5537796453557442,0.5505828818051743,27898.0,6.0,0.6869668076564628,,,,,,,,
