org_code,period,org_name,financial_year,fy_quarter,kh03_avail_all_avg_beds,kh03_occ_all_avg_beds,kh03_occ_all_rate,kh03_avail_ga_avg_beds,kh03_occ_ga_avg_beds,kh03_occ_ga_rate,kh03_avail_mat_avg_beds,kh03_occ_mat_avg_beds,kh03_avail_acute_avg_beds,kh03_occ_acute_avg_beds,kh03_occ_acute_rate,kh03_occ_adult_ga_rate,ae_type1_attendances,ae_waits_12hr_decision_to_admit,ae_type1_pct_4hr,canc_cancelled_ops,canc_breaches_28d,canc_pct_not_treated_28_days,uec_financial_year,uec_fy_quarter,uec_uec_nctr_mean,uec_uec_nctr_max,uec_uec_days
R1C,2021-22 Q2,SOLENT NHS TRUST,2021-22,Q2,1.7,1.2,0.7058823529411765,86.59782608695652,72.82608695652173,0.8409689971130915,0.0,0.0,86.59782608695652,72.82608695652173,0.8409689971130915,0.8409689971130915,,,,,,,,,,,
R1F,2021-22 Q2,ISLE OF WIGHT NHS TRUST,2021-22,Q2,3.1,2.7,0.8709677419354839,238.1195652173913,210.6086956521739,0.884466152371388,16.0,6.402173913043479,254.1195652173913,217.01086956521738,0.8539715128961888,0.884466152371388,10146.0,10.0,0.7201852946974177,,,,,,,,
RA2,2021-22 Q2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,5.5,4.3,0.7818181818181817,450.2391304347826,377.60869565217394,0.8386847568924726,50.0,17.902173913043477,500.2391304347826,395.51086956521743,0.7906436052322803,0.8386847568924726,19951.0,1.0,0.7250263144704526,,,,,,,,
RDU,2021-22 Q2,FRIMLEY HEALTH NHS FOUNDATION TRUST,2021-22,Q2,13.5,12.7,0.9407407407407407,1158.5108695652175,1089.2826086956522,0.9402437536943039,73.6195652173913,62.41304347826087,1232.1304347826087,1151.695652173913,0.934718938565228,0.9402437536943039,67653.0,0.0,0.0,,,,,,,,
RHM,2021-22 Q2,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2021-22,Q2,14.0,11.2,0.7999999999999999,1212.75,985.5652173913044,0.8126697319243903,62.630434782608695,34.06521739130435,1275.3804347826087,1019.6304347826087,0.7994715984147952,0.8126697319243903,34386.0,1.0,0.7632757517594371,,,,,,,,
RHU,2021-22 Q2,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2021-22,Q2,11.4,10.4,0.9122807017543859,990.8260869565216,924.0760869565216,0.9326319715652288,46.0,22.315217391304348,1036.8260869565215,946.391304347826,0.9127772885478258,0.9326319715652288,29263.0,0.0,0.0,,,,,,,,
RHW,2021-22 Q2,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2021-22,Q2,7.5,5.8,0.7733333333333333,623.3586956521739,496.2391304347826,0.7960731660534622,55.98913043478261,31.89130434782609,679.3478260869565,528.1304347826087,0.7774080000000001,0.7960731660534622,35753.0,0.0,0.7315470030486952,,,,,,,,
RN5,2021-22 Q2,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,8.6,6.8,0.7906976744186046,698.4673913043479,574.5760869565217,0.8226240682239063,81.76086956521739,40.15217391304348,780.2282608695652,614.7282608695652,0.7878825873141918,0.8226240682239063,34739.0,0.0,0.7483807824059415,,,,,,,,
RN7,2021-22 Q2,DARTFORD AND GRAVESHAM NHS TRUST,2021-22,Q2,5.7,5.4,0.9473684210526316,484.19565217391306,461.1521739130435,0.952408746015355,35.98913043478261,31.467391304347824,520.1847826086956,492.6195652173913,0.9470087970411852,0.952408746015355,32862.0,0.0,0.8130363337593572,,,,,,,,
RNU,2021-22 Q2,OXFORD HEALTH NHS FOUNDATION TRUST,2021-22,Q2,5.8,5.1,0.8793103448275862,134.40217391304347,120.33695652173913,0.895349777598059,0.0,0.0,134.40217391304347,120.33695652173913,0.895349777598059,0.895349777598059,0.0,0.0,,,,,,,,,
RPA,2021-22 Q2,MEDWAY NHS FOUNDATION TRUST,2021-22,Q2,6.0,4.4,0.7333333333333334,500.5108695652174,377.5978260869565,0.7544248268073924,46.0,24.67391304347826,546.5108695652174,402.27173913043475,0.7360727142544601,0.7544248268073924,24768.0,16.0,0.6728439922480619,,,,,,,,
RPC,2021-22 Q2,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,0.6,0.3,0.5,50.44565217391305,26.597826086956523,0.5272570566688214,0.0,0.0,50.44565217391305,26.597826086956523,0.5272570566688214,0.5272570566688214,0.0,0.0,,,,,,,,,
RTH,2021-22 Q2,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,11.5,10.7,0.9304347826086956,967.8804347826087,897.7608695652174,0.9275534841933853,80.0,79.8586956521739,1047.8804347826087,977.6195652173913,0.9329495358124578,0.9275534841933853,38912.0,0.0,0.704564144736842,,,,,,,,
RTK,2021-22 Q2,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,5.9,5.0,0.847457627118644,480.0217391304348,432.0434782608696,0.9000498165843939,53.05434782608695,26.282608695652176,533.0760869565217,458.3260869565218,0.8597761148379994,0.9000498165843939,30754.0,20.0,0.7232555114781818,,,,,,,,
RTP,2021-22 Q2,SURREY AND SUSSEX HEALTHCARE NHS TRUST,2021-22,Q2,7.2,6.9,0.9583333333333334,618.1413043478261,601.3695652173913,0.9728674673372134,33.68478260869565,24.77173913043478,651.8260869565217,626.141304347826,0.9605956510138739,0.9728674673372134,30432.0,0.0,0.8506506309148265,,,,,,,,
RVV,2021-22 Q2,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2021-22,Q2,11.1,9.7,0.8738738738738738,960.5434782608696,841.4021739130435,0.875964693900645,50.0,41.31521739130435,1010.5434782608696,882.7173913043479,0.8735075830913198,0.875964693900645,55092.0,38.0,0.6761235751107239,,,,,,,,
RW1,2021-22 Q2,SOUTHERN HEALTH NHS FOUNDATION TRUST,2021-22,Q2,6.1,4.8,0.7868852459016393,101.0,89.8695652173913,0.8897976754197158,0.0,0.0,101.0,89.8695652173913,0.8897976754197158,0.8897976754197158,0.0,0.0,,,,,,,,,
RWF,2021-22 Q2,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2021-22,Q2,8.0,7.0,0.875,681.8913043478261,614.25,0.9008033920999776,43.0,26.83695652173913,724.8913043478261,641.0869565217391,0.8843904633378317,0.9008033920999776,45909.0,0.0,0.7808490709882594,,,,,,,,
RWX,2021-22 Q2,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,2.0,1.8,0.9,39.34782608695652,30.217391304347824,0.7679558011049723,0.0,0.0,39.34782608695652,30.217391304347824,0.7679558011049723,0.7679558011049723,0.0,0.0,,,,,,,,,
RX2,2021-22 Q2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,2021-22,Q2,6.4,6.0,0.9375,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXC,2021-22 Q2,EAST SUSSEX HEALTHCARE NHS TRUST,2021-22,Q2,7.9,6.6,0.8354430379746834,691.0,580.7282608695652,0.84041716478953,25.0,16.83695652173913,716.0,597.5652173913044,0.8345882924459558,0.84041716478953,28799.0,0.0,0.7164484877947151,,,,,,,,
RXQ,2021-22 Q2,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2021-22,Q2,6.0,5.9,0.9833333333333334,493.0,492.35869565217394,0.9986991798218539,57.0,46.35869565217392,550.0,538.7173913043479,0.9794861660079052,0.9986991798218539,24985.0,0.0,0.6225735441264759,,,,,,,,
RXX,2021-22 Q2,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,2021-22,Q2,2.1,1.9,0.9047619047619047,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXY,2021-22 Q2,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2021-22,Q2,4.7,4.2,0.8936170212765957,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYR,2021-22 Q2,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,2021-22,Q2,19.6,17.7,0.9030612244897959,1649.7065217391305,1536.3369565217392,0.9312789494837685,130.34782608695653,72.93478260869566,1780.054347826087,1609.271739130435,0.9040576435746345,0.9312789494837685,61620.0,143.0,0.6518987341772152,,,,,,,,
R1A,2021-22 Q2,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,2021-22,Q2,2.1,1.9,0.9047619047619047,34.54347826086956,30.119565217391305,0.8719320327249843,0.0,0.0,34.54347826086956,30.119565217391305,0.8719320327249843,0.8719320327249843,,,,,,,,,,,
RBK,2021-22 Q2,WALSALL HEALTHCARE NHS TRUST,2021-22,Q2,5.2,4.6,0.8846153846153845,450.6847826086956,405.19565217391306,0.8990666377252009,25.39130434782609,16.97826086956522,476.0760869565217,422.17391304347825,0.8867782369460491,0.8990666377252009,22857.0,12.0,0.7198232488953056,,,,,,,,
RFS,2021-22 Q2,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,5.4,4.6,0.8518518518518517,457.1739130434783,395.6521739130435,0.8654303376129339,34.0,20.847826086956523,491.1739130434783,416.5,0.8479684872089934,0.8654303376129339,18041.0,13.0,0.8183027548362065,,,,,,,,
RHA,2021-22 Q2,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,11.1,9.9,0.891891891891892,101.95652173913044,84.6413043478261,0.8301705756929638,0.0,0.0,101.95652173913044,84.6413043478261,0.8301705756929638,0.8301705756929638,,,,,,,,,,,
RJC,2021-22 Q2,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2021-22,Q2,5.5,4.3,0.7818181818181817,452.0108695652174,351.2282608695652,0.7770349885776121,46.0,36.42391304347826,498.0108695652174,387.65217391304344,0.7784010301853024,0.7770349885776121,21229.0,0.0,0.767723397239625,,,,,,,,
RJE,2021-22 Q2,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2021-22,Q2,15.1,12.3,0.8145695364238411,1312.0,1067.3152173913045,0.8135024522799577,64.0,53.01086956521739,1376.0,1120.326086956522,0.814190470171891,0.8135024522799577,44461.0,149.0,0.521513236319471,,,,,,,,
RK5,2021-22 Q2,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,7.0,5.9,0.8428571428571429,585.9891304347826,510.3369565217391,0.8708983324367939,48.0,29.565217391304348,633.9891304347826,539.9021739130435,0.8515953160628869,0.8708983324367939,29093.0,11.0,0.8127728319527034,,,,,,,,
RKB,2021-22 Q2,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2021-22,Q2,12.2,11.1,0.9098360655737705,1033.9782608695652,1000.0,0.9671383218047642,74.92391304347827,10.630434782608695,1108.9021739130435,1010.6304347826087,0.9113792528842667,0.9671383218047642,33387.0,2.0,0.5502441069877497,,,,,,,,
RL1,2021-22 Q2,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,1.3,1.0,0.7692307692307692,121.29347826086956,95.52173913043478,0.7875257639573439,0.0,0.0,121.29347826086956,95.52173913043478,0.7875257639573439,0.7875257639573439,0.0,0.0,,,,,,,,,
RL4,2021-22 Q2,THE ROYAL WOLVERHAMPTON NHS TRUST,2021-22,Q2,9.7,8.3,0.8556701030927837,832.804347826087,712.2065217391304,0.8551906862617139,49.82608695652174,38.78260869565217,882.6304347826087,750.9891304347825,0.8508534272554862,0.8551906862617139,40161.0,19.0,0.7198276935335276,,,,,,,,
RLQ,2021-22 Q2,WYE VALLEY NHS TRUST,2021-22,Q2,2.8,2.1,0.7500000000000001,240.2826086956522,184.7173913043478,0.7687505654573418,17.0,9.391304347826088,257.2826086956522,194.1086956521739,0.7544571187156738,0.7687505654573418,17485.0,153.0,0.6604518158421505,,,,,,,,
RLT,2021-22 Q2,GEORGE ELIOT HOSPITAL NHS TRUST,2021-22,Q2,3.8,3.4,0.8947368421052632,328.64130434782606,295.9673913043478,0.9005787994046635,16.75,15.08695652173913,345.39130434782606,311.05434782608694,0.9005853474320242,0.9005787994046635,18121.0,0.0,0.8192152750951933,,,,,,,,
RLY,2021-22 Q2,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,2021-22,Q2,1.9,1.4,0.7368421052631579,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RNA,2021-22 Q2,THE DUDLEY GROUP NHS FOUNDATION TRUST,2021-22,Q2,7.2,6.4,0.888888888888889,604.5978260869565,552.2391304347826,0.9133991334519893,49.0,26.93478260869565,653.5978260869565,579.1739130434783,0.8861319452528645,0.9133991334519893,28274.0,68.0,0.6887599915116361,,,,,,,,
RNQ,2021-22 Q2,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,5.9,5.5,0.9322033898305084,486.6521739130435,467.7717391304348,0.9612034307156259,49.0,28.66304347826087,535.6521739130435,496.4347826086957,0.9267857142857143,0.9612034307156259,26448.0,0.0,0.0,,,,,,,,
RNS,2021-22 Q2,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2021-22,Q2,8.2,6.6,0.8048780487804879,677.3478260869565,564.75,0.8337666088965916,70.0,36.59782608695652,747.3478260869565,601.3478260869565,0.80464250392693,0.8337666088965916,27922.0,0.0,0.6791777093331424,,,,,,,,
RP1,2021-22 Q2,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,3.7,3.2,0.8648648648648649,131.30434782608697,97.20652173913044,0.7403145695364238,0.0,0.0,131.30434782608697,97.20652173913044,0.7403145695364238,0.7403145695364238,,,,,,,,,,,
RP7,2021-22 Q2,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2021-22,Q2,2.1,1.6,0.7619047619047619,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RQ3,2021-22 Q2,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2021-22,Q2,4.3,3.1,0.7209302325581396,269.35869565217394,193.2173913043478,0.7173237561034662,100.90217391304348,71.59782608695652,370.26086956521743,264.8152173913043,0.7152125410991074,0.7173237561034662,15676.0,0.0,0.7639066088287828,,,,,,,,
RRE,2021-22 Q2,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,2021-22,Q2,4.9,4.2,0.8571428571428571,145.0,117.65217391304348,0.8113943028485757,0.0,0.0,145.0,117.65217391304348,0.8113943028485757,0.8113943028485757,,,,,,,,,,,
RRJ,2021-22 Q2,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,1.3,0.8,0.6153846153846154,118.95652173913044,74.17391304347827,0.6235380116959065,0.0,0.0,118.95652173913044,74.17391304347827,0.6235380116959065,0.6235380116959065,,,,,,,,,,,
RRK,2021-22 Q2,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2021-22,Q2,28.6,27.8,0.972027972027972,2463.9239130434785,2412.8478260869565,0.9792704284876103,138.47826086956522,119.45652173913044,2602.4021739130435,2532.304347826087,0.9730641840105922,0.9792704284876103,101344.0,87.0,0.5485771234606884,,,,,,,,
RTG,2021-22 Q2,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2021-22,Q2,15.9,13.1,0.8238993710691823,1343.5326086956522,1129.7717391304348,0.8408964038671574,102.45652173913044,59.83695652173913,1445.9891304347827,1189.608695652174,0.8226954619599943,0.8408964038671574,47261.0,66.0,0.5113518545946975,,,,,,,,
RWD,2021-22 Q2,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2021-22,Q2,13.0,10.5,0.8076923076923077,1022.7065217391304,832.0326086956521,0.8135595021734741,164.0,120.79347826086956,1186.7065217391305,952.8260869565217,0.8029163651684879,0.8135595021734741,35347.0,92.0,0.5268622513933291,,,,,,,,
RWE,2021-22 Q2,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2021-22,Q2,18.5,16.3,0.8810810810810811,1556.1304347826087,1401.5326086956522,0.9006523986477047,124.0,77.69565217391305,1680.1304347826087,1479.2282608695652,0.880424656470771,0.9006523986477047,63410.0,267.0,0.5591389370761709,,,,,,,,
RWP,2021-22 Q2,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2021-22,Q2,8.8,7.5,0.8522727272727272,738.1521739130435,633.7391304347826,0.8585480783389781,62.0,46.0,800.1521739130435,679.7391304347826,0.8495123210258918,0.8585480783389781,37667.0,148.0,0.5970743621737861,,,,,,,,
RX1,2021-22 Q2,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2021-22,Q2,18.5,15.3,0.827027027027027,1562.195652173913,1318.0326086956522,0.8437052086667317,120.1086956521739,75.6195652173913,1682.304347826087,1393.6521739130435,0.8284185770035923,0.8437052086667317,49444.0,348.0,0.0,,,,,,,,
RXK,2021-22 Q2,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2021-22,Q2,7.2,6.4,0.888888888888889,593.5326086956521,541.3478260869565,0.912077648566981,62.0,39.93478260869565,655.5326086956521,581.2826086956521,0.8867333233845694,0.912077648566981,42170.0,17.0,0.6165046241403842,,,,,,,,
RXM,2021-22 Q2,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,2.6,2.1,0.8076923076923077,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXT,2021-22 Q2,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,2021-22,Q2,7.3,6.8,0.9315068493150684,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXW,2021-22 Q2,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2021-22,Q2,8.3,7.1,0.8554216867469878,717.3804347826087,624.7934782608696,0.8709374384460371,37.0,21.93478260869565,754.3804347826087,646.7282608695652,0.8572972349898419,0.8709374384460371,32875.0,297.0,0.5423269961977186,,,,,,,,
RY5,2021-22 Q2,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,2021-22,Q2,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RY8,2021-22 Q2,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,2021-22,Q2,0.5,0.2,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RYG,2021-22 Q2,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,2021-22,Q2,3.5,2.8,0.7999999999999999,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RYW,2021-22 Q2,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,1.5,1.0,0.6666666666666666,135.2826086956522,91.34782608695652,0.6752370239434355,0.0,0.0,135.2826086956522,91.34782608695652,0.6752370239434355,0.6752370239434355,,,,,,,,,,,
TAJ,2021-22 Q2,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,2021-22,Q2,3.4,2.9,0.8529411764705882,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R1L,2021-22 Q2,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2021-22,Q2,7.6,6.9,0.9078947368421053,86.0,78.56521739130434,0.9135490394337714,0.0,0.0,86.0,78.56521739130434,0.9135490394337714,0.9135490394337714,,,,,,,,,,,
RAJ,2021-22 Q2,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2021-22,Q2,20.5,17.6,0.8585365853658538,1722.5652173913045,1518.4130434782608,0.8814836315909033,143.0,83.8913043478261,1865.5652173913045,1602.3043478260868,0.8588841241726483,0.8814836315909033,91678.0,0.0,0.7907458714195336,,,,,,,,
RC9,2021-22 Q2,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,11.8,11.0,0.9322033898305084,972.945652173913,910.7608695652174,0.9360860676341456,102.56521739130434,90.21739130434784,1075.5108695652173,1000.9782608695652,0.9307002738839987,0.9360860676341456,48414.0,0.0,0.0,,,,,,,,
RCX,2021-22 Q2,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2021-22,Q2,5.8,5.2,0.896551724137931,505.4130434782609,456.1739130434783,0.9025764549012861,19.14130434782609,12.565217391304348,524.554347826087,468.7391304347827,0.8935949771027166,0.9025764549012861,20708.0,69.0,0.6895402742901295,,,,,,,,
RD8,2021-22 Q2,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,5.5,4.8,0.8727272727272727,465.0869565217391,405.3152173913044,0.8714826586893523,38.02173913043478,33.16304347826087,503.1086956521739,438.47826086956525,0.8715378300133951,0.8714826586893523,25867.0,0.0,0.7404801484516953,,,,,,,,
RDE,2021-22 Q2,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2021-22,Q2,13.4,11.8,0.8805970149253731,1151.2282608695652,1027.0217391304348,0.8921095616213307,64.02173913043478,42.40217391304348,1215.25,1069.4239130434783,0.8800032199493752,0.8921095616213307,45223.0,2.0,0.7194348008756606,,,,,,,,
RGM,2021-22 Q2,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,2.6,1.8,0.6923076923076923,236.55434782608697,163.94565217391303,0.6930570233883195,0.0,0.0,236.55434782608697,163.94565217391303,0.6930570233883195,0.6930570233883195,,,,,,,,,,,
RGN,2021-22 Q2,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2021-22,Q2,10.8,8.9,0.8240740740740741,875.75,759.7282608695652,0.8675172833223697,109.0,47.391304347826086,984.75,807.1195652173914,0.8196187511727762,0.8675172833223697,34880.0,84.0,0.4973910550458715,,,,,,,,
RGP,2021-22 Q2,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,5.1,4.0,0.7843137254901962,436.0,350.9782608695652,0.8049960111687275,32.0,13.445652173913045,468.0,364.42391304347825,0.778683574879227,0.8049960111687275,21876.0,244.0,0.637776558785884,,,,,,,,
RGR,2021-22 Q2,WEST SUFFOLK NHS FOUNDATION TRUST,2021-22,Q2,5.0,3.8,0.76,389.6304347826087,338.5108695652174,0.8687998660938459,69.1195652173913,10.804347826086955,458.75,349.3152173913043,0.7614500651581565,0.8687998660938459,21641.0,32.0,0.0,,,,,,,,
RGT,2021-22 Q2,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,10.8,10.1,0.9351851851851851,922.858695652174,878.6739130434783,0.9521218331507719,57.33695652173913,39.67391304347826,980.1956521739131,918.3478260869565,0.9369025704717336,0.9521218331507719,28415.0,370.0,0.0,,,,,,,,
RM1,2021-22 Q2,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,10.7,9.5,0.8878504672897197,895.8804347826087,829.8913043478261,0.9263415877021632,82.30434782608695,37.68478260869565,978.1847826086957,867.5760869565217,0.8869245385752225,0.9263415877021632,34092.0,92.0,0.5009679690249912,,,,,,,,
RMY,2021-22 Q2,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,2021-22,Q2,4.9,4.2,0.8571428571428571,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RQW,2021-22 Q2,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2021-22,Q2,4.9,3.8,0.7755102040816325,380.0,321.6847826086956,0.8465389016018307,65.0,28.119565217391305,445.0,349.80434782608694,0.786077186126038,0.8465389016018307,30947.0,162.0,0.6735063172520763,,,,,,,,
RT1,2021-22 Q2,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,2021-22,Q2,3.8,3.0,0.7894736842105263,103.1195652173913,81.77173913043478,0.7929798671866766,0.0,0.0,103.1195652173913,81.77173913043478,0.7929798671866766,0.7929798671866766,,,,,,,,,,,
RWG,2021-22 Q2,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2021-22,Q2,8.1,6.2,0.7654320987654322,662.8152173913044,546.1195652173913,0.8239393889699732,70.34782608695652,21.630434782608692,733.1630434782609,567.75,0.774384367911521,0.8239393889699732,21526.0,0.0,0.5464089937749699,,,,,,,,
RWH,2021-22 Q2,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2021-22,Q2,6.7,6.0,0.8955223880597015,532.0,491.7065217391304,0.9242603792088917,73.3695652173913,52.52173913043478,605.3695652173913,544.2282608695651,0.8990016877940172,0.9242603792088917,28787.0,5.0,0.5537569041581268,,,,,,,,
RWR,2021-22 Q2,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2021-22,Q2,4.4,4.0,0.9090909090909091,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RY3,2021-22 Q2,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,2021-22,Q2,0.8,0.7,0.8749999999999999,73.28260869565217,65.17391304347827,0.8893503411450608,0.0,0.0,73.28260869565217,65.17391304347827,0.8893503411450608,0.8893503411450608,,,,,,,,,,,
R0A,2021-22 Q2,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2021-22,Q2,25.3,20.7,0.8181818181818181,2081.576086956521,1733.108695652174,0.8325944492310908,213.43478260869568,139.2173913043478,2295.0108695652166,1872.3260869565217,0.8158244964265589,0.8325944492310908,92687.0,34.0,0.5814839189961916,,,,,,,,
RBL,2021-22 Q2,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,7.8,6.9,0.8846153846153847,677.5217391304348,604.195652173913,0.8917730860553167,32.0,21.57608695652174,709.5217391304348,625.7717391304348,0.8819627428151234,0.8917730860553167,25298.0,19.0,0.5536406040003162,,,,,,,,
RBN,2021-22 Q2,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2021-22,Q2,8.1,7.5,0.9259259259259259,699.7391304347826,661.2065217391304,0.9449328942463029,36.80434782608695,23.39130434782609,736.5434782608696,684.5978260869565,0.9294737463475103,0.9449328942463029,30947.0,0.0,0.5318124535496171,,,,,,,,
RBQ,2021-22 Q2,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,2021-22,Q2,1.7,1.4,0.8235294117647058,155.92391304347825,129.8695652173913,0.8329034506796794,0.0,0.0,155.92391304347825,129.8695652173913,0.8329034506796794,0.8329034506796794,0.0,0.0,,,,,,,,,
RBS,2021-22 Q2,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2021-22,Q2,2.5,1.8,0.72,219.1413043478261,154.81521739130434,0.7064629730668122,0.0,0.0,219.1413043478261,154.81521739130434,0.7064629730668122,0.7064629730668122,16636.0,0.0,0.7555902861264727,,,,,,,,
RBT,2021-22 Q2,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2021-22,Q2,6.5,6.0,0.9230769230769231,556.6630434782609,521.8804347826087,0.937515865112374,35.608695652173914,21.82608695652174,592.2717391304348,543.7065217391305,0.9180017985281435,0.937515865112374,20968.0,28.0,0.5340041968714232,,,,,,,,
RBV,2021-22 Q2,THE CHRISTIE NHS FOUNDATION TRUST,2021-22,Q2,1.8,1.6,0.888888888888889,162.44565217391303,143.30434782608697,0.882167949146872,0.0,0.0,162.44565217391303,143.30434782608697,0.882167949146872,0.882167949146872,0.0,0.0,,,,,,,,,
